Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race/Ethnicity
2019,2022,IN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.7,65 years or older,POINT (-86.14996019 39.76691045),Female,--
2019,2022,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,47.3,Overall,POINT (-71.52247031 41.70828019),Female,--
2019,2022,DC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.0,50-64 years,POINT (-77.036871 38.907192),--,"Black, non-Hispanic"
2019,2022,SC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,37.3,65 years or older,POINT (-81.04537121 33.9988213),Female,--
2019,2022,CA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.2,Overall,POINT (-120.9999995 37.63864012),Female,--
2019,2022,WI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,22.5,65 years or older,POINT (-89.81637074 44.39319117),Male,--
2019,2022,FL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.7,50-64 years,POINT (-81.92896054 28.93204038),Female,--
2019,2022,KY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,44.2,Overall,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.9,65 years or older,POINT (-92.44568007 31.31266064),--,"Black, non-Hispanic"
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.3,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2022,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,36.1,Overall,POINT (-81.04537121 33.9988213),Female,--
2019,2022,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.5,Overall,POINT (-82.40426006 40.06021014),Female,--
2019,2022,WA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,35.9,50-64 years,POINT (-120.4700108 47.52227863),--,"White, non-Hispanic"
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.4,50-64 years,POINT (-83.62758035 32.83968109),Male,--
2019,2022,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.6,50-64 years,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2022,WY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.7,Overall,POINT (-108.1098304 43.23554134),Female,--
2019,2022,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,36.0,65 years or older,POINT (-97.52107021 35.47203136),Male,--
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.5,65 years or older,POINT (-92.56630005 38.63579078),Male,--
2019,2022,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.6,50-64 years,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.7,65 years or older,POINT (-83.62758035 32.83968109),--,"Black, non-Hispanic"
2019,2022,MS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,65 years or older,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,WI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.1,65 years or older,POINT (-89.81637074 44.39319117),Male,--
2019,2022,KY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,41.5,50-64 years,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,NH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,30.4,65 years or older,POINT (-71.50036092 43.65595011),Male,--
2019,2022,CO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,48.3,50-64 years,POINT (-106.1336109 38.84384076),Male,--
2019,2022,NV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.9,Overall,POINT (-117.0718406 39.49324039),Female,--
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.2,Overall,POINT (-84.77497105 37.64597027),Male,--
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.5,50-64 years,POINT (-79.15925046 35.46622098),--,"White, non-Hispanic"
2019,2022,MN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,14.6,65 years or older,POINT (-94.7942005 46.35564874),Female,--
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.3,Overall,POINT (-79.15925046 35.46622098),Female,--
2019,2022,AL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.0,65 years or older,POINT (-86.63186076 32.84057112),--,"Black, non-Hispanic"
2019,2022,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.3,50-64 years,POINT (-97.52107021 35.47203136),--,Native Am/Alaskan Native
2019,2022,MS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,46.0,Overall,POINT (-89.53803082 32.7455101),Male,--
2019,2022,MI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.9,50-64 years,POINT (-84.71439027 44.66131954),Male,--
2019,2022,NV,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.6,50-64 years,POINT (-117.0718406 39.49324039),Female,--
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.0,50-64 years,POINT (-75.54397043 42.82700103),--,"Black, non-Hispanic"
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.1,Overall,POINT (-83.62758035 32.83968109),Female,--
2019,2022,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.9,50-64 years,POINT (-100.3735306 44.35313005),Male,--
2019,2022,AK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,45.1,Overall,POINT (-147.722059 64.84507996),Female,--
2019,2022,WY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,22.9,65 years or older,POINT (-108.1098304 43.23554134),Female,--
2019,2022,NM,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.3,65 years or older,POINT (-106.240581 34.52088095),--,"White, non-Hispanic"
2019,2022,MN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,24.4,50-64 years,POINT (-94.7942005 46.35564874),Male,--
2019,2022,NC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.7,50-64 years,POINT (-79.15925046 35.46622098),--,"White, non-Hispanic"
2019,2022,VA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.4,Overall,POINT (-78.45789046 37.54268067),Female,--
2019,2022,WI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,48.0,50-64 years,POINT (-89.81637074 44.39319117),Female,--
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.0,50-64 years,POINT (-157.8577494 21.30485044),--,Asian/Pacific Islander
2019,2022,ID,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,18.8,65 years or older,POINT (-114.36373 43.68263001),Male,--
2019,2022,OR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.1,65 years or older,POINT (-120.1550313 44.56744942),Female,--
2019,2022,KS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,50-64 years,POINT (-98.20078123 38.3477403),Female,--
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,59.5,65 years or older,POINT (-99.42677021 31.82724041),--,Hispanic
2019,2022,AK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.5,Overall,POINT (-147.722059 64.84507996),Male,--
2019,2022,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.0,50-64 years,POINT (-75.54397043 42.82700103),Female,--
2019,2022,WY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.6,50-64 years,POINT (-108.1098304 43.23554134),--,"White, non-Hispanic"
2019,2022,DC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.1,65 years or older,POINT (-77.036871 38.907192),--,"White, non-Hispanic"
2019,2022,NM,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.0,Overall,POINT (-106.240581 34.52088095),Male,--
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.2,50-64 years,POINT (-83.62758035 32.83968109),--,"White, non-Hispanic"
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,Overall,POINT (-92.56630005 38.63579078),--,"Black, non-Hispanic"
2019,2022,HI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.4,Overall,POINT (-157.8577494 21.30485044),Female,--
2019,2022,AK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,5.9,50-64 years,POINT (-147.722059 64.84507996),--,"White, non-Hispanic"
2019,2022,AZ,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.3,65 years or older,POINT (-111.7638113 34.86597028),Female,--
2019,2022,VA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.7,Overall,POINT (-78.45789046 37.54268067),--,"White, non-Hispanic"
2019,2022,WI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.6,50-64 years,POINT (-89.81637074 44.39319117),Male,--
2019,2022,IN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,30.6,50-64 years,POINT (-86.14996019 39.76691045),Male,--
2019,2022,MD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.7,Overall,POINT (-76.60926011 39.29058096),Female,--
2019,2022,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,36.7,Overall,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2022,LA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,59.9,Overall,POINT (-92.44568007 31.31266064),--,"Black, non-Hispanic"
2019,2022,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,36.0,50-64 years,POINT (-97.52107021 35.47203136),Male,--
2019,2022,WA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,50-64 years,POINT (-120.4700108 47.52227863),--,"White, non-Hispanic"
2019,2022,CO,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,15.6,65 years or older,POINT (-106.1336109 38.84384076),Female,--
2019,2022,IA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.5,65 years or older,POINT (-93.81649056 42.46940091),Male,--
2019,2022,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,65 years or older,POINT (-77.86070029 40.79373015),Female,--
2019,2022,NH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.8,Overall,POINT (-71.50036092 43.65595011),Male,--
